profile_id_dummy,all_skills_link,skills_list
108,https://www.linkedin.com/in/michael-conlin-4930729/details/skills?profileUrn=urn%3Ali%3Afsd_profile%3AACoAAAGcVy8B1g_doYnXoQdlVjZTOZ16Q4BJWdU,"['IT Strategy', 'Strategy', 'Enterprise Architecture', 'Business Strategy', 'Professional Services', 'Outsourcing', 'Leadership', 'Cloud Computing', 'IT Service Management', 'Solution Architecture', 'Business Development', 'Architecture', 'Enterprise Software', 'HP', 'SDLC', 'Go-to-market Strategy', 'IT Management', 'Information Technology', 'Service Delivery', 'Business Transformation', 'IT Strategy', 'Enterprise Architecture', 'Business Strategy', 'Professional Services', 'Outsourcing', 'Cloud Computing', 'IT Service Management', 'Solution Architecture', 'Business Development', 'Architecture', 'SDLC', 'Go-to-market Strategy', 'IT Management', 'Information Technology', 'Service Delivery', 'Business Transformation', 'Software Development', 'Software Project Management', 'Offshoring', 'Business Alignment', 'Enterprise Software', 'HP', 'Strategy', 'Leadership']"
