profile_id_dummy,all_skills_link,skills_list
69,https://www.linkedin.com/in/will-larson-a44b543/details/skills?profileUrn=urn%3Ali%3Afsd_profile%3AACoAAAC0KdQBkikUIfCPY2nyso3lWQqRKXj_ViQ,"['Leadership', 'Management', 'Distributed Systems', 'Web Applications', 'System Architecture', 'Scalability', 'Continuous Integration', 'PHP', 'JavaScript', 'Python', 'MySQL', 'Django', 'Git', 'jQuery', 'Ruby', 'Open Source', 'Databases', 'Apache', 'Amazon Web Services (AWS)', 'HTML 5', 'Redis', 'Cassandra', 'Memcached', 'Technical Staff Management', 'Tornado', 'Distributed Systems', 'Web Applications', 'System Architecture', 'Scalability', 'Continuous Integration', 'Redis', 'Cassandra', 'Memcached', 'Technical Staff Management', 'Tornado', 'PHP', 'JavaScript', 'Python', 'MySQL', 'Django', 'Git', 'jQuery', 'Ruby', 'Open Source', 'Databases', 'Apache', 'Amazon Web Services (AWS)', 'HTML 5', 'Leadership', 'Management']"
