profile_id_dummy,all_skills_link,skills_list
19,https://www.linkedin.com/in/ckommalapati/details/skills?profileUrn=urn%3Ali%3Afsd_profile%3AACoAACPfnpMBOLDqbMh5FrxFg74xz16y0v76EV8,"['Software Development Life Cycle (SDLC)', 'Software Project Management', 'Strategy', 'Team Leadership', 'Software Development', 'Cross-functional Team Leadership', 'Team Building', 'Organizational Development', 'Data Analysis', 'Project Management', 'Product Development', 'Business Strategy', 'Software Development Life Cycle (SDLC)', 'Software Project Management', 'Software Development', 'Cross-functional Team Leadership', 'Team Building', 'Organizational Development', 'Data Analysis', 'Project Management', 'Product Development', 'Business Strategy', 'Strategy', 'Team Leadership']"
