profile_id_dummy,all_skills_link,skills_list
82,https://www.linkedin.com/in/ravinakumar/details/skills?profileUrn=urn%3Ali%3Afsd_profile%3AACoAAAJyhLwBrpyIKYHIZJWD0C4YGa2HnJOgy90,"['Data ScienceData Science', 'Data AnalysisData Analysis', 'Business AnalysisBusiness Analysis', 'PythonPython', 'TableauTableau', 'SolidworksSolidworks', 'RR', 'SQLSQL', 'HTMLHTML', 'Microsoft ExcelMicrosoft Excel', 'Microsoft OfficeMicrosoft Office', 'Python (Programming Language)Python (Programming Language)', 'Data ScienceData Science', 'Data AnalysisData Analysis', 'Business AnalysisBusiness Analysis', 'PythonPython', 'TableauTableau', 'SolidworksSolidworks', 'RR', 'SQLSQL', 'HTMLHTML', 'Microsoft ExcelMicrosoft Excel', 'Microsoft OfficeMicrosoft Office', 'Python (Programming Language)Python (Programming Language)']"
